aɪsətoʊp	aɪsətoʊpt	V;V.PTCP;PST	isotope	isotoped
aɪsətoʊp	aɪsətoʊps	V;3;SG;PRS	isotope	isotopes
aɪsətoʊp	aɪsətoʊp	V;NFIN	isotope	isotope
aɪsətoʊp	aɪsətoʊpɪŋ	V;V.PTCP;PRS	isotope	isotoping
aɪwɪtnəs	aɪwɪtnəst	V;PST	eyewitness	eyewitnessed
aɪwɪtnəs	aɪwɪtnəst	V;V.PTCP;PST	eyewitness	eyewitnessed
aɪwɪtnəs	aɪwɪtnəsɪz	V;3;SG;PRS	eyewitness	eyewitnesses
aɪwɪtnəs	aɪwɪtnəsɪŋ	V;V.PTCP;PRS	eyewitness	eyewitnessing
aɪwɪtnəs	aɪwɪtnəs	V;NFIN	eyewitness	eyewitness
aɪədiːn	aɪədiːnd	V;PST	iodine	iodined
aɪədiːn	aɪədiːnd	V;V.PTCP;PST	iodine	iodined
aɪədiːn	aɪədiːnz	V;3;SG;PRS	iodine	iodines
aɪədiːn	aɪədiːn	V;NFIN	iodine	iodine
aɪədiːn	aɪədiːnɪŋ	V;V.PTCP;PRS	iodine	iodining
aɪɹ	aɪɹd	V;PST	ire	ired
aɪɹ	aɪɹd	V;V.PTCP;PST	ire	ired
aɪɹ	aɪɹz	V;3;SG;PRS	ire	ires
aɪɹ	aɪɹ	V;NFIN	ire	ire
aɪɹ	aɪɹɪŋ	V;V.PTCP;PRS	ire	iring
aɪɹɑn	aɪɹənd	V;PST	iron	ironed
aɪɹɑn	aɪɹənd	V;V.PTCP;PST	iron	ironed
aɪɹɑn	aɪɹoʊnɪŋ	V;V.PTCP;PRS	iron	ironing
aɪɹɑn	aɪɹɑnz	V;3;SG;PRS	iron	irons
aɪɹɑn	aɪɹɑn	V;NFIN	iron	iron
aɪɹɪs	ɪɹɪzd	V;PST	iris	irised
aɪɹɪs	ɪɹɪzd	V;V.PTCP;PST	iris	irised
aɪɹɪs	aɪɹɪsiz	V;3;SG;PRS	iris	irises
aɪɹɪs	aɪɹɪsɪŋ	V;V.PTCP;PRS	iris	irising
aɪɹɪs	aɪɹɪs	V;NFIN	iris	iris
aʊt	aʊtɪd	V;PST	out	outed
aʊt	aʊtɪd	V;V.PTCP;PST	out	outed
aʊt	aʊtɪŋ	V;V.PTCP;PRS	out	outing
aʊt	aʊts	V;3;SG;PRS	out	outs
aʊt	aʊt	V;NFIN	out	out
aʊtbɝst	aʊtbɹæst	V;PST	outburst	outbrast
aʊtbɝst	aʊtbɝstən	V;V.PTCP;PST	outburst	outbursten
aʊtbɝst	aʊtbɝstɪŋ	V;V.PTCP;PRS	outburst	outbursting
aʊtbɝst	aʊtbɝsts	V;3;SG;PRS	outburst	outbursts
aʊtbɝst	aʊtbɝst	V;NFIN	outburst	outburst
aʊtbɝst	aʊtbɝst	V;PST	outburst	outburst
aʊtbɝst	aʊtbɝst	V;V.PTCP;PST	outburst	outburst
aʊtbɹeɪk	aʊtbɹeɪkɪŋ	V;V.PTCP;PRS	outbreak	outbreaking
aʊtbɹeɪk	aʊtbɹeɪks	V;3;SG;PRS	outbreak	outbreaks
aʊtbɹeɪk	aʊtbɹeɪk	V;NFIN	outbreak	outbreak
aʊtbɹeɪk	aʊtbɹoʊkən	V;V.PTCP;PST	outbreak	outbroken
aʊtbɹeɪk	aʊtbɹoʊk	V;PST	outbreak	outbroke
aʊtfloʊ	aʊtflaʊd	V;PST	outflow	outflowed
aʊtfloʊ	aʊtflaʊd	V;V.PTCP;PST	outflow	outflowed
aʊtfloʊ	aʊtfloʊɪŋ	V;V.PTCP;PRS	outflow	outflowing
aʊtfloʊ	aʊtfloʊz	V;3;SG;PRS	outflow	outflows
aʊtfloʊ	aʊtfloʊ	V;NFIN	outflow	outflow
aʊtfɪt	aʊtfɪts	V;3;SG;PRS	outfit	outfits
aʊtfɪt	aʊtfɪtɪd	V;PST	outfit	outfitted
aʊtfɪt	aʊtfɪtɪd	V;V.PTCP;PST	outfit	outfitted
aʊtfɪt	aʊtfɪtɪŋ	V;V.PTCP;PRS	outfit	outfitting
aʊtfɪt	aʊtfɪt	V;NFIN	outfit	outfit
aʊtkæst	aʊtkæstɪŋ	V;V.PTCP;PRS	outcast	outcasting
aʊtkæst	aʊtkæsts	V;3;SG;PRS	outcast	outcasts
aʊtkæst	aʊtkæst	V;NFIN	outcast	outcast
aʊtkæst	aʊtkæst	V;PST	outcast	outcast
aʊtkæst	aʊtkæst	V;V.PTCP;PST	outcast	outcast
aʊtkɹaɪ	aʊtkɹaɪd	V;PST	outcry	outcried
aʊtkɹaɪ	aʊtkɹaɪd	V;V.PTCP;PST	outcry	outcried
aʊtkɹaɪ	aʊtkɹaɪz	V;3;SG;PRS	outcry	outcries
aʊtkɹaɪ	aʊtkɹaɪɪŋ	V;V.PTCP;PRS	outcry	outcrying
aʊtkɹaɪ	aʊtkɹaɪ	V;NFIN	outcry	outcry
aʊtlaɪn	aʊtlaɪnd	V;PST	outline	outlined
aʊtlaɪn	aʊtlaɪnd	V;V.PTCP;PST	outline	outlined
aʊtlaɪn	aʊtlaɪnz	V;3;SG;PRS	outline	outlines
aʊtlaɪn	aʊtlaɪn	V;NFIN	outline	outline
aʊtlaɪn	aʊtlaɪnɪŋ	V;V.PTCP;PRS	outline	outlining
aʊtlɔː	aʊtlɔːd	V;PST	outlaw	outlawed
aʊtlɔː	aʊtlɔːd	V;V.PTCP;PST	outlaw	outlawed
aʊtlɔː	aʊtlɔɪŋ	V;V.PTCP;PRS	outlaw	outlawing
aʊtlɔː	aʊtlɔːz	V;3;SG;PRS	outlaw	outlaws
aʊtlɔː	aʊtlɔː	V;NFIN	outlaw	outlaw
aʊtlʊk	aʊtlʊkt	V;PST	outlook	outlooked
aʊtlʊk	aʊtlʊkt	V;V.PTCP;PST	outlook	outlooked
aʊtlʊk	aʊtlʊkɪŋ	V;V.PTCP;PRS	outlook	outlooking
aʊtlʊk	aʊtlʊks	V;3;SG;PRS	outlook	outlooks
aʊtlʊk	aʊtlʊk	V;NFIN	outlook	outlook
aʊtpʊt	aʊtpʊts	V;3;SG;PRS	output	outputs
aʊtpʊt	aʊtpʌtɪd	V;PST	output	outputted
aʊtpʊt	aʊtpʌtɪd	V;V.PTCP;PST	output	outputted
aʊtpʊt	aʊtpʌtɪŋ	V;V.PTCP;PRS	output	outputting
aʊtpʊt	aʊtpʊt	V;NFIN	output	output
aʊtpʊt	aʊtpʊt	V;PST	output	output
aʊtpʊt	aʊtpʊt	V;V.PTCP;PST	output	output
aʊtweɪ	aʊtweɪd	V;PST	outweigh	outweighed
aʊtweɪ	aʊtweɪd	V;V.PTCP;PST	outweigh	outweighed
aʊtweɪ	aʊtweɪɪŋ	V;V.PTCP;PRS	outweigh	outweighing
aʊtweɪ	aʊtweɪz	V;3;SG;PRS	outweigh	outweighs
aʊtweɪ	aʊtweɪ	V;NFIN	outweigh	outweigh
aʊtwɚd	aʊtwɚdɪd	V;PST	outward	outwarded
aʊtwɚd	aʊtwɚdɪd	V;V.PTCP;PST	outward	outwarded
aʊtwɚd	aʊtwɚdɪŋ	V;V.PTCP;PRS	outward	outwarding
aʊtwɚd	aʊtwɚdz	V;3;SG;PRS	outward	outwards
aʊtwɚd	aʊtwɚd	V;NFIN	outward	outward
aʊtɹaɪt	aʊtɹaɪtɪd	V;PST	outright	outrighted
aʊtɹaɪt	aʊtɹaɪtɪd	V;V.PTCP;PST	outright	outrighted
aʊtɹaɪt	aʊtɹaɪtɪŋ	V;V.PTCP;PRS	outright	outrighting
aʊtɹaɪt	aʊtɹaɪts	V;3;SG;PRS	outright	outrights
aʊtɹaɪt	aʊtɹaɪt	V;NFIN	outright	outright
aʊtɹeɪd͡ʒ	aʊtɹeɪdʒd	V;PST	outrage	outraged
aʊtɹeɪd͡ʒ	aʊtɹeɪdʒd	V;V.PTCP;PST	outrage	outraged
aʊtɹeɪd͡ʒ	aʊtɹeɪdʒɪz	V;3;SG;PRS	outrage	outrages
aʊtɹeɪd͡ʒ	aʊtɹeɪd͡ʒ	V;NFIN	outrage	outrage
aʊtɹeɪd͡ʒ	aʊtɹeɪdʒɪŋ	V;V.PTCP;PRS	outrage	outraging
aʊtɹiːtʃ	aʊtɹiːtʃt	V;PST	outreach	outreached
aʊtɹiːtʃ	aʊtɹiːtʃt	V;V.PTCP;PST	outreach	outreached
aʊtɹiːtʃ	aʊtɹiːtʃɪz	V;3;SG;PRS	outreach	outreaches
aʊtɹiːtʃ	aʊtɹiːtʃɪŋ	V;V.PTCP;PRS	outreach	outreaching
aʊtɹiːtʃ	aʊtɹiːtʃ	V;NFIN	outreach	outreach
baɪ	bɔːtən	V;V.PTCP;PST	buy	boughten
baɪ	bɔt	V;PST	buy	bought
baɪ	bɔt	V;V.PTCP;PST	buy	bought
baɪ	baɪɪŋ	V;V.PTCP;PRS	buy	buying
baɪ	baɪz	V;3;SG;PRS	buy	buys
baɪ	baɪ	V;NFIN	buy	buy
baɪk	baɪkt	V;PST	bike	biked
baɪk	baɪkt	V;V.PTCP;PST	bike	biked
baɪk	baɪks	V;3;SG;PRS	bike	bikes
baɪk	baɪk	V;NFIN	bike	bike
baɪk	baɪkɪŋ	V;V.PTCP;PRS	bike	biking
baɪnd	baɪndɪŋ	V;V.PTCP;PRS	bind	binding
baɪnd	baɪndz	V;3;SG;PRS	bind	binds
baɪnd	baɪnd	V;NFIN	bind	bind
baɪnd	baʊndən	V;V.PTCP;PST	bind	bounden
baɪnd	baʊnd	V;PST	bind	bound
baɪnd	baʊnd	V;V.PTCP;PST	bind	bound
baɪpæs	baɪpæst	V;PST	bypass	bypassed
baɪpæs	baɪpæst	V;V.PTCP;PST	bypass	bypassed
baɪpæs	baɪpæsɪz	V;3;SG;PRS	bypass	bypasses
baɪpæs	baɪpæsɪŋ	V;V.PTCP;PRS	bypass	bypassing
baɪpæs	baɪpæs	V;NFIN	bypass	bypass
baɪsɪkl̩	baɪsɪkl̩d	V;PST	bicycle	bicycled
baɪsɪkl̩	baɪsɪkl̩d	V;V.PTCP;PST	bicycle	bicycled
baɪsɪkl̩	baɪsɪkl̩z	V;3;SG;PRS	bicycle	bicycles
baɪsɪkl̩	baɪsɪkl̩	V;NFIN	bicycle	bicycle
baɪsɪkl̩	baɪsɪklɪŋ	V;V.PTCP;PRS	bicycle	bicycling
baɪt	baɪts	V;3;SG;PRS	bite	bites
baɪt	baɪt	V;NFIN	bite	bite
baɪt	baɪtɪŋ	V;V.PTCP;PRS	bite	biting
baɪt	bɪtən	V;V.PTCP;PST	bite	bitten
baɪt	bɪt	V;PST	bite	bit
baɪt	bɪt	V;V.PTCP;PST	bite	bit
baɪɑpsi	baɪɑpsid	V;PST	biopsy	biopsied
baɪɑpsi	baɪɑpsid	V;V.PTCP;PST	biopsy	biopsied
baɪɑpsi	baɪɑpsiz	V;3;SG;PRS	biopsy	biopsies
baɪɑpsi	baɪɑpsiɪŋ	V;V.PTCP;PRS	biopsy	biopsying
baɪɑpsi	baɪɑpsi	V;NFIN	biopsy	biopsy
baɪɑɡɹəfi	baɪoʊɡɹæfid	V;PST	biography	biographied
baɪɑɡɹəfi	baɪoʊɡɹæfid	V;V.PTCP;PST	biography	biographied
baɪɑɡɹəfi	baɪɑɡɹəfiz	V;3;SG;PRS	biography	biographies
baɪɑɡɹəfi	baɪɑɡɹəfaɪɪŋ	V;V.PTCP;PRS	biography	biographying
baɪɑɡɹəfi	baɪɑɡɹəfi	V;NFIN	biography	biography
baɪəs	baɪəst	V;PST	bias	biased
baɪəs	baɪəst	V;V.PTCP;PST	bias	biased
baɪəs	baɪəsɪz	V;3;SG;PRS	bias	biases
baɪəs	baɪəsɪŋ	V;V.PTCP;PRS	bias	biasing
baɪəs	baɪæst	V;PST	bias	biassed
baɪəs	baɪæst	V;V.PTCP;PST	bias	biassed
baɪəs	baɪəsɪz	V;3;SG;PRS	bias	biasses
baɪəs	baɪæsɪŋ	V;V.PTCP;PRS	bias	biassing
baɪəs	baɪəs	V;NFIN	bias	bias
baʊl	baʊld	V;PST	bowel	bowelled
baʊl	baʊld	V;V.PTCP;PST	bowel	bowelled
baʊl	baʊlɪŋ	V;V.PTCP;PRS	bowel	bowelling
baʊl	baʊəlz	V;3;SG;PRS	bowel	bowels
baʊl	baʊl	V;NFIN	bowel	bowel
baʊnd	baʊndɪd	V;PST	bound	bounded
baʊnd	baʊndɪd	V;V.PTCP;PST	bound	bounded
baʊnd	baʊndɪŋ	V;V.PTCP;PRS	bound	bounding
baʊnd	baʊndz	V;3;SG;PRS	bound	bounds
baʊnd	baʊnd	V;NFIN	bound	bound
baʊns	baʊnst	V;PST	bounce	bounced
baʊns	baʊnst	V;V.PTCP;PST	bounce	bounced
baʊns	baʊnsɪz	V;3;SG;PRS	bounce	bounces
baʊns	baʊns	V;NFIN	bounce	bounce
baʊns	baʊnsɪŋ	V;V.PTCP;PRS	bounce	bouncing
baʊt	baʊtɪd	V;PST	bout	bouted
baʊt	baʊtɪd	V;V.PTCP;PST	bout	bouted
baʊt	baʊtɪŋ	V;V.PTCP;PRS	bout	bouting
baʊt	baʊts	V;3;SG;PRS	bout	bouts
baʊt	baʊt	V;NFIN	bout	bout
beɪ	beɪd	V;PST	bay	bayed
beɪ	beɪd	V;V.PTCP;PST	bay	bayed
beɪ	beɪɪŋ	V;V.PTCP;PRS	bay	baying
beɪ	beɪz	V;3;SG;PRS	bay	bays
beɪ	beɪ	V;NFIN	bay	bay
beɪbi	beɪbid	V;PST	baby	babied
beɪbi	beɪbid	V;V.PTCP;PST	baby	babied
beɪbi	beɪbiz	V;3;SG;PRS	baby	babies
beɪbi	beɪbiɪŋ	V;V.PTCP;PRS	baby	babying
beɪbi	beɪbi	V;NFIN	baby	baby
beɪbisɪt	beɪbisæt	V;PST	babysit	babysat
beɪbisɪt	beɪbisæt	V;V.PTCP;PST	babysit	babysat
beɪbisɪt	beɪbɪsɪts	V;3;SG;PRS	babysit	babysits
beɪbisɪt	beɪbisɪtɪŋ	V;V.PTCP;PRS	babysit	babysitting
beɪbisɪt	beɪbisɪt	V;NFIN	babysit	babysit
beɪk	beɪkt	V;PST	bake	baked
beɪk	beɪkt	V;V.PTCP;PST	bake	baked
beɪk	beɪks	V;3;SG;PRS	bake	bakes
beɪk	beɪk	V;NFIN	bake	bake
beɪk	beɪkɪŋ	V;V.PTCP;PRS	bake	baking
beɪl	beɪld	V;PST	bail	bailed
beɪl	beɪld	V;V.PTCP;PST	bail	bailed
beɪl	beɪlɪŋ	V;V.PTCP;PRS	bail	bailing
beɪl	beɪlz	V;3;SG;PRS	bail	bails
beɪl	beɪl	V;NFIN	bail	bail
beɪl	beɪld	V;PST	bale	baled
beɪl	beɪld	V;V.PTCP;PST	bale	baled
beɪl	beɪlz	V;3;SG;PRS	bale	bales
beɪl	beɪl	V;NFIN	bale	bale
beɪl	beɪlɪŋ	V;V.PTCP;PRS	bale	baling
beɪn	beɪnd	V;PST	bane	baned
beɪn	beɪnd	V;V.PTCP;PST	bane	baned
beɪn	beɪnz	V;3;SG;PRS	bane	banes
beɪn	beɪn	V;NFIN	bane	bane
beɪn	beɪnɪŋ	V;V.PTCP;PRS	bane	baning
beɪoʊnɛt	baɪɑnɪtɪd	V;PST	bayonet	bayoneted
beɪoʊnɛt	baɪɑnɪtɪd	V;V.PTCP;PST	bayonet	bayoneted
beɪoʊnɛt	baɪɑnətɪŋ	V;V.PTCP;PRS	bayonet	bayoneting
beɪoʊnɛt	beɪoʊnɛts	V;3;SG;PRS	bayonet	bayonets
beɪoʊnɛt	beɪənɛtɪd	V;PST	bayonet	bayonetted
beɪoʊnɛt	beɪənɛtɪd	V;V.PTCP;PST	bayonet	bayonetted
beɪoʊnɛt	baɪoʊnɛtɪŋ	V;V.PTCP;PRS	bayonet	bayonetting
beɪoʊnɛt	beɪoʊnɛt	V;NFIN	bayonet	bayonet
beɪs	beɪst	V;PST	base	based
beɪs	beɪst	V;V.PTCP;PST	base	based
beɪs	beɪsɪz	V;3;SG;PRS	base	bases
beɪs	beɪs	V;NFIN	base	base
beɪs	beɪsɪŋ	V;V.PTCP;PRS	base	basing
beɪs	bæst	V;PST	bass	bassed
beɪs	bæst	V;V.PTCP;PST	bass	bassed
beɪs	bæsɪz	V;3;SG;PRS	bass	basses
beɪs	bæsɪŋ	V;V.PTCP;PRS	bass	bassing
beɪs	beɪs	V;NFIN	bass	bass
beɪslaɪn	beɪslaɪnd	V;PST	baseline	baselined
beɪslaɪn	beɪslaɪnd	V;V.PTCP;PST	baseline	baselined
beɪslaɪn	beɪslaɪnz	V;3;SG;PRS	baseline	baselines
beɪslaɪn	beɪslaɪn	V;NFIN	baseline	baseline
beɪslaɪn	beɪslaɪnɪŋ	V;V.PTCP;PRS	baseline	baselining
beɪsɪl	bəsɪld	V;PST	basil	basilled
beɪsɪl	bəsɪld	V;V.PTCP;PST	basil	basilled
beɪsɪl	bæsɪlɪŋ	V;V.PTCP;PRS	basil	basilling
beɪsɪl	beɪsɪlz	V;3;SG;PRS	basil	basils
beɪsɪl	beɪsɪl	V;NFIN	basil	basil
beɪt	beɪtɪd	V;PST	bait	baited
beɪt	beɪtɪd	V;V.PTCP;PST	bait	baited
beɪt	beɪtɪŋ	V;V.PTCP;PRS	bait	baiting
beɪt	beɪts	V;3;SG;PRS	bait	baits
beɪt	beɪt	V;NFIN	bait	bait
beɪtə	bɪtiːd	V;PST	beta	betaed
beɪtə	bɪtiːd	V;V.PTCP;PST	beta	betaed
beɪtə	bɪteɪɪŋ	V;V.PTCP;PRS	beta	betaing
beɪtə	biːtəz	V;3;SG;PRS	beta	betas
beɪtə	beɪtə	V;NFIN	beta	beta
beɪð	bæθt	V;PST	bathe	bathed
beɪð	bæθt	V;V.PTCP;PST	bathe	bathed
beɪð	beɪðz	V;3;SG;PRS	bathe	bathes
beɪð	beɪð	V;NFIN	bathe	bathe
beɪð	bæθɪŋ	V;V.PTCP;PRS	bathe	bathing
bi	bɛn	V;V.PTCP;PST	be	been
bif	biːft	V;PST	beef	beefed
bif	biːft	V;V.PTCP;PST	beef	beefed
bif	biːfɪŋ	V;V.PTCP;PRS	beef	beefing
bif	biːfs	V;3;SG;PRS	beef	beefs
bif	bif	V;NFIN	beef	beef
bikən	biːkənd	V;PST	beacon	beaconed
bikən	biːkənd	V;V.PTCP;PST	beacon	beaconed
bikən	biːkənɪŋ	V;V.PTCP;PRS	beacon	beaconing
bikən	biːkənz	V;3;SG;PRS	beacon	beacons
bikən	bikən	V;NFIN	beacon	beacon
bin	beɪnd	V;PST	bein	beined
bin	beɪnd	V;V.PTCP;PST	bein	beined
bin	beɪnɪŋ	V;V.PTCP;PRS	bein	beining
bin	beɪnz	V;3;SG;PRS	bein	beins
bin	bin	V;NFIN	bein	bein
bin	bɪnd	V;PST	bin	binned
bin	bɪnd	V;V.PTCP;PST	bin	binned
bin	bɪnɪŋ	V;V.PTCP;PRS	bin	binning
bin	bɪnz	V;3;SG;PRS	bin	bins
bin	bin	V;NFIN	bin	bin
biɡɪn	bɪɡæn	V;PST	begin	began
biɡɪn	bɪɡɪnɪŋ	V;V.PTCP;PRS	begin	beginning
biɡɪn	bɪɡɪnz	V;3;SG;PRS	begin	begins
biɡɪn	biɡɪn	V;NFIN	begin	begin
biɡɪn	bɪɡʌn	V;V.PTCP;PST	begin	begun
biːd	biːdɪd	V;PST	bead	beaded
biːd	biːdɪd	V;V.PTCP;PST	bead	beaded
biːd	biːdɪŋ	V;V.PTCP;PRS	bead	beading
biːd	biːdz	V;3;SG;PRS	bead	beads
biːd	biːd	V;NFIN	bead	bead
biːk	biːkt	V;PST	beak	beaked
biːk	biːkt	V;V.PTCP;PST	beak	beaked
biːk	biːkɪŋ	V;V.PTCP;PRS	beak	beaking
biːk	biːks	V;3;SG;PRS	beak	beaks
biːk	biːk	V;NFIN	beak	beak
biːm	biːmd	V;PST	beam	beamed
biːm	biːmd	V;V.PTCP;PST	beam	beamed
biːm	biːmɪŋ	V;V.PTCP;PRS	beam	beaming
biːm	biːmz	V;3;SG;PRS	beam	beams
biːm	biːm	V;NFIN	beam	beam
biːn	biːnd	V;PST	bean	beaned
biːn	biːnd	V;V.PTCP;PST	bean	beaned
biːn	biːnɪŋ	V;V.PTCP;PRS	bean	beaning
biːn	biːnz	V;3;SG;PRS	bean	beans
biːn	biːn	V;NFIN	bean	bean
biːp	biːpt	V;PST	beep	beeped
biːp	biːpt	V;V.PTCP;PST	beep	beeped
biːp	biːpɪŋ	V;V.PTCP;PRS	beep	beeping
biːp	biːps	V;3;SG;PRS	beep	beeps
biːp	biːp	V;NFIN	beep	beep
biːst	biːstɪd	V;PST	beast	beasted
biːst	biːstɪd	V;V.PTCP;PST	beast	beasted
biːst	biːstɪŋ	V;V.PTCP;PRS	beast	beasting
biːst	biːsts	V;3;SG;PRS	beast	beasts
biːst	biːst	V;NFIN	beast	beast
biːt	bitən	V;V.PTCP;PST	beat	beaten
biːt	biːtɪŋ	V;V.PTCP;PRS	beat	beating
biːt	biːts	V;3;SG;PRS	beat	beats
biːt	biːt	V;NFIN	beat	beat
biːt	biːt	V;PST	beat	beat
biːt	biːt	V;V.PTCP;PST	beat	beat
biːtəl	biːtl̩d	V;PST	beetle	beetled
biːtəl	biːtl̩d	V;V.PTCP;PST	beetle	beetled
biːtəl	biːtl̩z	V;3;SG;PRS	beetle	beetles
biːtəl	biːtəl	V;NFIN	beetle	beetle
biːtəl	biːtlɪŋ	V;V.PTCP;PRS	beetle	beetling
biːt͡ʃ	biːtʃt	V;PST	beach	beached
biːt͡ʃ	biːtʃt	V;V.PTCP;PST	beach	beached
biːt͡ʃ	biːtʃɪz	V;3;SG;PRS	beach	beaches
biːt͡ʃ	biːtʃɪŋ	V;V.PTCP;PRS	beach	beaching
biːt͡ʃ	biːt͡ʃ	V;NFIN	beach	beach
biːɡəl	biːɡəld	V;PST	beagle	beagled
biːɡəl	biːɡəld	V;V.PTCP;PST	beagle	beagled
biːɡəl	biːɡlz	V;3;SG;PRS	beagle	beagles
biːɡəl	biːɡəl	V;NFIN	beagle	beagle
biːɡəl	biːɡlɪŋ	V;V.PTCP;PRS	beagle	beagling
blaɪnd	blaɪndɪd	V;PST	blind	blinded
blaɪnd	blaɪndɪd	V;V.PTCP;PST	blind	blinded
blaɪnd	blaɪndɪŋ	V;V.PTCP;PRS	blind	blinding
blaɪnd	blaɪndz	V;3;SG;PRS	blind	blinds
blaɪnd	blaɪnd	V;NFIN	blind	blind
blaɪt	blaɪtɪd	V;PST	blight	blighted
blaɪt	blaɪtɪd	V;V.PTCP;PST	blight	blighted
blaɪt	blaɪtɪŋ	V;V.PTCP;PRS	blight	blighting
blaɪt	blaɪts	V;3;SG;PRS	blight	blights
blaɪt	blaɪt	V;NFIN	blight	blight
blaʊs	blaʊzd	V;PST	blouse	bloused
blaʊs	blaʊzd	V;V.PTCP;PST	blouse	bloused
blaʊs	blaʊsɪz	V;3;SG;PRS	blouse	blouses
blaʊs	blaʊs	V;NFIN	blouse	blouse
blaʊs	blaʊzɪŋ	V;V.PTCP;PRS	blouse	blousing
bleɪd	bleɪdɪd	V;PST	blade	bladed
bleɪd	bleɪdɪd	V;V.PTCP;PST	blade	bladed
bleɪd	bleɪdz	V;3;SG;PRS	blade	blades
bleɪd	bleɪd	V;NFIN	blade	blade
bleɪd	bleɪdɪŋ	V;V.PTCP;PRS	blade	blading
bleɪk	bleɪkt	V;PST	blake	blaked
bleɪk	bleɪkt	V;V.PTCP;PST	blake	blaked
bleɪk	bleɪks	V;3;SG;PRS	blake	blakes
bleɪk	bleɪk	V;NFIN	blake	blake
bleɪk	bleɪkɪŋ	V;V.PTCP;PRS	blake	blaking
bleɪm	bleɪmd	V;PST	blame	blamed
bleɪm	bleɪmd	V;V.PTCP;PST	blame	blamed
bleɪm	bleɪmz	V;3;SG;PRS	blame	blames
bleɪm	bleɪm	V;NFIN	blame	blame
bleɪm	bleɪmɪŋ	V;V.PTCP;PRS	blame	blaming
bleɪz	bleɪzd	V;PST	blaze	blazed
bleɪz	bleɪzd	V;V.PTCP;PST	blaze	blazed
bleɪz	bleɪzɪz	V;3;SG;PRS	blaze	blazes
bleɪz	bleɪz	V;NFIN	blaze	blaze
bleɪz	bleɪzɪŋ	V;V.PTCP;PRS	blaze	blazing
bliːd	bled	V;PST	bleed	bled
bliːd	bled	V;V.PTCP;PST	bleed	bled
bliːd	bliːdɪŋ	V;V.PTCP;PRS	bleed	bleeding
bliːd	bliːdz	V;3;SG;PRS	bleed	bleeds
bliːd	bliːd	V;NFIN	bleed	bleed
bliːtʃ	bliːtʃt	V;PST	bleach	bleached
bliːtʃ	bliːtʃt	V;V.PTCP;PST	bleach	bleached
bliːtʃ	bliːtʃɪz	V;3;SG;PRS	bleach	bleaches
bliːtʃ	bliːtʃɪŋ	V;V.PTCP;PRS	bleach	bleaching
bliːtʃ	bliːtʃ	V;NFIN	bleach	bleach
bloʊ	bluː	V;PST	blow	blew
bloʊ	bloʊɪŋ	V;V.PTCP;PRS	blow	blowing
bloʊ	bloʊn	V;V.PTCP;PST	blow	blown
bloʊ	bloʊz	V;3;SG;PRS	blow	blows
bloʊ	bloʊ	V;NFIN	blow	blow
bluː	bluːd	V;PST	blue	blued
bluː	bluːd	V;V.PTCP;PST	blue	blued
bluː	bluːɪŋ	V;V.PTCP;PRS	blue	blueing
bluː	bluːz	V;3;SG;PRS	blue	blues
bluː	bluː	V;NFIN	blue	blue
bluː	bluːɪŋ	V;V.PTCP;PRS	blue	bluing
